NTA Experiment Summary File,
Created with NTA 3.4 Build 3.4.003,
,
[Experiment Details],,
Software Version,NTA 3.4 Build 3.4.003,
Experiment Name,HOT1A3_144h_C_LS 2020-09-21 12-03-42.nano,
Operator Name,EF,
Time Captured,12:03:42  21/09/2020,
Sample Description,HOT1A3_144h_C_LS,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,
Filename:,HOT1A3_144h_C_LS 2020-09-21 12-04-12,HOT1A3_144h_C_LS 2020-09-21 12-05-21,HOT1A3_144h_C_LS 2020-09-21 12-06-30,HOT1A3_144h_C_LS 2020-09-21 12-07-39,
Processed,Yes,Yes,Yes,Yes,

[Conditions],,,,,
Temperature/C,24.837,24.868,24.919,24.913,
Viscosity/cP,0.892003,0.891372,0.890335,0.890457,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Red,Red,Red,Red,
Camera Level,16,16,16,16,
Slider Shutter,1300,1300,1300,1300,
Slider Gain,512,512,512,512,
Shutter/ms,32.500000,32.500000,32.500000,32.500000,
Camera Histogram Upper Limit,2470,2470,2470,2470,
Camera Histogram Lower Limit,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,100,100,100,100,
,,,,,
[Settings],,,,,
Detection Threshold,8,8,8,8,
Max Jump Mode,Auto,Auto,Auto,Auto,
Max Jump Distance,17.4134,15.3619,12.7640,18.9530,
Blur,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,
,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,

[Results],,,,,Average,Standard Error,
16.5,0,0,0,0,0,0,
17.5,0,0,0,0,0,0,
18.5,0,0,0,0,0,0,
19.5,0,0,0,0,0,0,
20.5,1,0,0,0,0,0,
21.5,4,0,0,0,1,1,
22.5,14,0,0,0,3,3,
23.5,34,0,0,0,9,9,
24.5,73,0,0,0,18,18,
25.5,135,0,0,0,34,34,
26.5,222,0,0,0,56,56,
27.5,332,0,0,0,83,83,
28.5,459,0,0,0,115,115,
29.5,596,0,0,0,149,149,
30.5,739,0,0,0,185,185,
31.5,886,0,0,0,222,222,
32.5,1040,0,0,2,260,260,
33.5,1204,0,0,6,302,300,
34.5,1383,0,0,15,350,344,
35.5,1585,0,0,37,405,393,
36.5,1817,0,0,81,475,448,
37.5,2089,0,0,161,563,510,
38.5,2411,0,0,294,676,582,
39.5,2795,0,0,501,824,668,
40.5,3255,0,0,798,1014,771,
41.5,3811,0,5,1203,1255,898,
42.5,4488,0,23,1727,1559,1056,
43.5,5317,0,97,2382,1949,1250,
44.5,6346,0,346,3179,2468,1476,
45.5,7632,0,1041,4139,3203,1718,
46.5,9257,0,2683,5289,4307,1972,
47.5,11327,0,5981,6676,5996,2324,
48.5,13983,0,11641,8367,8498,3058,
49.5,17406,1,19981,10459,11962,4465,
50.5,21824,5,30560,13086,16369,6517,
51.5,27519,14,42083,16428,21511,8885,
52.5,34825,40,52737,20723,27081,11142,
53.5,44120,112,60795,26281,32827,12984,
54.5,55801,299,65176,33490,38692,14420,
55.5,70248,763,65694,42829,44884,15883,
56.5,87764,1855,62939,54865,51856,18077,
57.5,108503,4283,57939,70227,60238,21536,
58.5,132400,9349,51795,89574,70780,26275,
59.5,159098,19220,45432,113514,84316,31878,
60.5,187925,37081,39489,142505,101750,37800,
61.5,217903,66959,34327,176723,123978,43677,
62.5,247821,112980,30099,215934,151708,49709,
63.5,276358,178025,26821,259378,185146,56970,
64.5,302234,262142,24447,305717,223635,67128,
65.5,324363,361381,22913,353063,265430,81227,
66.5,341972,467782,22167,399116,307759,98610,
67.5,354673,570799,22192,441389,347263,117102,
68.5,362467,659719,23014,477495,380674,134006,
69.5,365699,726169,24717,505439,405506,147025,
70.5,364974,765764,27448,523856,420510,154775,
71.5,361054,778454,31432,532154,425773,156896,
72.5,354760,767716,36984,530536,422499,153855,
73.5,346892,739123,44523,519909,412612,146609,
74.5,338173,698880,54575,501711,398334,136261,
75.5,329212,652710,67772,477690,381846,123817,
76.5,320500,605240,84827,449698,365066,110063,
77.5,312403,559802,106489,419501,349549,95550,
78.5,305183,518537,133457,388657,336459,80656,
79.5,299010,482627,166273,358438,326587,65717,
80.5,293984,452567,205179,329808,320384,51259,
81.5,290147,428401,249992,303443,317996,38515,
82.5,287506,409914,299997,279764,319295,30492,
83.5,286039,396753,353905,258991,323922,31431,
84.5,285705,388512,409903,241197,331329,40465,
85.5,286456,384772,465794,226357,340845,52921,
86.5,288240,385118,519217,214388,351741,65866,
87.5,291001,389138,567905,205182,363306,77867,
88.5,294687,396411,609938,198633,374917,88133,
89.5,299247,406493,643938,194653,386083,96217,
90.5,304632,418899,669179,193186,396474,101912,
91.5,310793,433092,685599,194213,405924,105209,
92.5,317677,448475,693726,197757,414409,106252,
93.5,325229,464402,694549,203886,422016,105285,
94.5,333383,480183,689355,212707,428907,102604,
95.5,342061,495121,679573,224367,435280,98503,
96.5,351168,508539,666634,239041,441346,93242,
97.5,360591,519825,651875,256924,447304,87021,
98.5,370191,528471,636472,278214,453337,79982,
99.5,379806,534105,621408,303090,459602,72224,
100.5,389248,536522,607471,331693,466233,63846,
101.5,398306,535685,595260,364090,473335,55013,
102.5,406749,531729,585212,400249,480985,46068,
103.5,414335,524935,577626,439998,489223,37773,
104.5,420815,515707,572684,483003,498052,31720,
105.5,425949,504526,570480,528737,507423,30382,
106.5,429515,491923,571030,576470,517234,35045,
107.5,431323,478433,574287,625267,527327,44163,
108.5,431228,464570,580151,674011,537490,55578,
109.5,429141,450803,588470,721436,547463,67880,
110.5,425034,437541,599043,766189,556952,80215,
111.5,418948,425128,611620,806894,565648,92005,
112.5,410991,413838,625898,842242,573242,102822,
113.5,401330,403882,641528,871065,579451,112340,
114.5,390191,395412,658110,892415,584032,120326,
115.5,377837,388529,675199,905623,586797,126636,
116.5,364561,383294,692317,910343,587629,131217,
117.5,350671,379732,708957,906559,586480,134103,
118.5,336472,377838,724606,894582,583374,135401,
119.5,322258,377584,738756,875013,578403,135286,
120.5,308300,378925,750928,848691,571711,133974,
121.5,294837,381794,760689,816633,563488,131706,
122.5,282079,386112,767671,779961,553956,128725,
123.5,270196,391783,771590,739836,543351,125262,
124.5,259327,398695,772254,697400,531919,121518,
125.5,249579,406722,769573,653723,519899,117661,
126.5,241032,415725,763561,609767,507521,113818,
127.5,233746,425549,754328,566360,494996,110084,
128.5,227761,436027,742074,524188,482513,106524,
129.5,223109,446983,727075,483788,470239,103184,
130.5,219814,458233,709667,445560,458319,100093,
131.5,217896,469590,690226,409776,446872,97273,
132.5,217378,480866,669154,376597,435999,94736,
133.5,218287,491880,646857,346093,425779,92488,
134.5,220654,502463,623735,318258,416277,90528,
135.5,224519,512458,600165,293032,407543,88845,
136.5,229929,521729,576495,270311,399616,87422,
137.5,236942,530162,553036,249964,392526,86235,
138.5,245618,537671,530057,231842,386297,85258,
139.5,256028,544192,507787,215790,380949,84468,
140.5,268243,549693,486411,201651,376500,83849,
141.5,282337,554167,466076,189273,372964,83397,
142.5,298379,557632,446895,178512,370354,83124,
143.5,316431,560126,428947,169233,368684,83063,
144.5,336542,561710,412284,161316,367963,83263,
145.5,358742,562459,396937,154654,368198,83792,
146.5,383034,562458,382917,149150,369390,84730,
147.5,409392,561802,370221,144726,371535,86158,
148.5,437751,560591,358837,141311,374622,88154,
149.5,468002,558924,348742,138853,378630,90774,
150.5,499988,556901,339911,137307,383527,94052,
151.5,533500,554616,332315,136643,389269,97982,
152.5,568276,552157,325926,136841,395800,102525,
153.5,603999,549606,320715,137891,403053,107605,
154.5,640305,547035,316656,139796,410948,113114,
155.5,676784,544507,313724,142566,419395,118920,
156.5,712989,542076,311899,146221,428296,124870,
157.5,748448,539784,311164,150790,437547,130803,
158.5,782675,537667,311505,156310,447039,136552,
159.5,815184,535748,312914,162826,456668,141949,
160.5,845504,534043,315383,170389,466330,146834,
161.5,873193,532557,318909,179058,475930,151055,
162.5,897852,531291,323490,188896,485382,154476,
163.5,919139,530234,329127,199968,494617,156975,
164.5,936775,529370,335819,212345,503577,158452,
165.5,950556,528678,343567,226093,512224,158830,
166.5,960357,528129,352368,241282,520534,158051,
167.5,966129,527691,362217,257971,528502,156086,
168.5,967904,527326,373104,276217,536138,152927,
169.5,965785,526994,385010,296062,543463,148588,
170.5,959945,526652,397909,317534,550510,143112,
171.5,950612,526254,411765,340642,557318,136559,
172.5,938062,525753,426526,365375,563929,129014,
173.5,922609,525103,442130,391690,570383,120587,
174.5,904593,524256,458494,419517,576715,111409,
175.5,884369,523168,475519,448749,582951,101644,
176.5,862296,521796,493085,479244,589105,91494,
177.5,838730,520099,511052,510817,595174,81214,
178.5,814016,518041,529259,543243,601139,71146,
179.5,788477,515590,547524,576256,606962,61761,
180.5,762418,512720,565645,609551,612584,53724,
181.5,736114,509410,583404,642784,617928,47918,
182.5,709812,505644,600567,675581,622901,45256,
183.5,683729,501415,616888,707538,627392,46168,
184.5,658052,496721,632116,738235,631281,50219,
185.5,632938,491567,645999,767243,634437,56410,
186.5,608517,485964,658288,794131,636725,63748,
187.5,584894,479932,668748,818481,638014,71487,
188.5,562150,473492,677162,839895,638175,79116,
189.5,540342,466677,683336,858012,637092,86287,
190.5,519513,459518,687109,872513,634663,92762,
191.5,499685,452056,688353,883133,630807,98372,
192.5,480870,444332,686986,889668,625464,102999,
193.5,463065,436390,682965,891983,618601,106565,
194.5,446261,428277,676297,890014,610212,109025,
195.5,430438,420040,667031,883774,600321,110362,
196.5,415572,411726,655266,873345,588977,110584,
197.5,401633,403384,641138,858884,576260,109722,
198.5,388589,395057,624824,840611,562270,107824,
199.5,376405,386790,606533,818807,547134,104957,
200.5,365044,378625,586501,793801,530993,101203,
201.5,354470,370601,564982,765967,514005,96652,
202.5,344645,362753,542243,735704,496336,91405,
203.5,335534,355113,518558,703436,478160,85569,
204.5,327099,347711,494196,669591,459649,79251,
205.5,319307,340572,469423,634601,440976,72563,
206.5,312124,333717,444488,598881,422303,65612,
207.5,305518,327165,419625,562833,403785,58505,
208.5,299458,320931,395044,526827,385565,51346,
209.5,293915,315025,370934,491206,367770,44237,
210.5,288862,309455,347456,456273,350512,37284,
211.5,284271,304227,324748,422294,333885,30606,
212.5,280119,299343,302920,389492,317969,24361,
213.5,276380,294801,282059,358053,302823,18809,
214.5,273033,290599,262225,328121,288495,14445,
215.5,270055,286731,243462,299801,275012,12151,
216.5,267425,283188,225789,273165,262392,12628,
217.5,265123,279962,209213,248251,250637,15252,
218.5,263128,277039,193723,225070,239740,18866,
219.5,261423,274406,179298,203606,229683,22778,
220.5,259985,272047,165906,183824,220441,26680,
221.5,258798,269945,153507,165672,211980,30435,
222.5,257840,268080,142057,149081,204265,33982,
223.5,257092,266431,131507,133975,197251,37297,
224.5,256535,264977,121804,120270,190896,40371,
225.5,256146,263692,112895,107875,185152,43206,
226.5,255904,262552,104728,96700,179971,45809,
227.5,255788,261531,97250,86652,175305,48187,
228.5,255774,260599,90410,77640,171106,50353,
229.5,255838,259729,84159,69577,167326,52317,
230.5,255955,258889,78448,62377,163917,54088,
231.5,256098,258050,73235,55960,160836,55676,
232.5,256241,257179,68477,50250,158037,57091,
233.5,256356,256245,64134,45177,155478,58338,
234.5,256414,255215,60170,40676,153119,59425,
235.5,256386,254059,56552,36687,150921,60357,
236.5,256241,252745,53249,33154,148847,61136,
237.5,255950,251243,50231,30030,146863,61768,
238.5,255483,249524,47472,27268,144937,62252,
239.5,254809,247563,44949,24828,143037,62592,
240.5,253900,245333,42639,22675,141137,62788,
241.5,252727,242814,40522,20775,139210,62840,
242.5,251264,239987,38581,19101,137233,62749,
243.5,249486,236836,36798,17626,135186,62515,
244.5,247371,233350,35159,16328,133052,62140,
245.5,244899,229521,33649,15188,130814,61623,
246.5,242053,225346,32257,14188,128461,60967,
247.5,238822,220827,30971,13313,125983,60173,
248.5,235196,215969,29780,12550,123374,59245,
249.5,231170,210782,28676,11886,120629,58186,
250.5,226745,205282,27650,11312,117748,57001,
251.5,221926,199487,26695,10820,114732,55694,
252.5,216722,193419,25803,10402,111586,54273,
253.5,211148,187104,24968,10051,108318,52745,
254.5,205223,180572,24184,9762,104935,51118,
255.5,198970,173855,23446,9532,101451,49402,
256.5,192419,166986,22750,9355,97878,47604,
257.5,185600,159999,22092,9230,94230,45737,
258.5,178549,152932,21466,9154,90525,43811,
259.5,171303,145821,20871,9125,86780,41837,
260.5,163904,138700,20303,9143,83013,39827,
261.5,156393,131606,19758,9207,79241,37791,
262.5,148812,124572,19235,9317,75484,35741,
263.5,141204,117630,18732,9473,71760,33688,
264.5,133612,110810,18246,9676,68086,31642,
265.5,126076,104138,17776,9928,64480,29614,
266.5,118636,97639,17320,10231,60957,27613,
267.5,111328,91335,16878,10587,57532,25647,
268.5,104186,85244,16447,10998,54219,23724,
269.5,97241,79382,16027,11468,51030,21851,
270.5,90521,73760,15618,12000,47975,20034,
271.5,84048,68389,15218,12598,45063,18277,
272.5,77841,63275,14827,13266,42303,16585,
273.5,71918,58423,14445,14009,39699,14962,
274.5,66288,53832,14072,14830,37256,13410,
275.5,60961,49504,13707,15736,34977,11933,
276.5,55939,45434,13350,16731,32864,10534,
277.5,51226,41619,13001,17819,30916,9217,
278.5,46818,38052,12661,19007,29134,7990,
279.5,42710,34727,12329,20298,27516,6865,
280.5,38896,31634,12005,21697,26058,5862,
281.5,35367,28764,11689,23209,24757,5015,
282.5,32112,26108,11382,24835,23609,4374,
283.5,29118,23654,11084,26579,22609,4000,
284.5,26374,21394,10795,28441,21751,3940,
285.5,23864,19315,10514,30421,21029,4181,
286.5,21575,17408,10243,32518,20436,4658,
287.5,19492,15661,9981,34728,19965,5294,
288.5,17602,14064,9729,37045,19610,6030,
289.5,15889,12607,9486,39461,19361,6826,
290.5,14341,11280,9252,41965,19210,7657,
291.5,12944,10074,9028,44545,19148,8506,
292.5,11684,8980,8814,47185,19166,9363,
293.5,10551,7989,8609,49865,19254,10218,
294.5,9533,7093,8414,52564,19401,11066,
295.5,8619,6284,8229,55259,19597,11898,
296.5,7799,5556,8053,57920,19832,12709,
297.5,7064,4901,7886,60521,20093,13491,
298.5,6406,4313,7729,63030,20370,14237,
299.5,5817,3787,7582,65414,20650,14941,
300.5,5291,3317,7443,67640,20923,15595,
301.5,4819,2898,7314,69676,21177,16192,
302.5,4397,2525,7194,71488,21401,16723,
303.5,4020,2194,7082,73045,21585,17183,
304.5,3683,1901,6979,74319,21720,17564,
305.5,3381,1642,6885,75282,21798,17862,
306.5,3111,1414,6799,75914,21809,18070,
307.5,2869,1213,6721,76195,21750,18185,
308.5,2652,1038,6651,76114,21614,18205,
309.5,2458,885,6589,75663,21399,18128,
310.5,2284,751,6535,74841,21103,17954,
311.5,2128,636,6488,73653,20726,17686,
312.5,1988,536,6449,72110,20271,17326,
313.5,1862,450,6416,70230,19739,16878,
314.5,1749,376,6391,68034,19137,16350,
315.5,1647,313,6372,65552,18471,15748,
316.5,1555,259,6360,62816,17747,15080,
317.5,1472,214,6354,59861,16975,14356,
318.5,1398,175,6354,56726,16163,13587,
319.5,1331,143,6359,53453,15322,12782,
320.5,1270,116,6371,50081,14460,11951,
321.5,1215,94,6388,46654,13588,11107,
322.5,1166,76,6410,43209,12715,10258,
323.5,1121,60,6437,39787,11851,9416,
324.5,1081,48,6468,36421,11005,8588,
325.5,1044,38,6504,33145,10183,7785,
326.5,1011,30,6543,29985,9392,7012,
327.5,981,23,6586,26965,8639,6278,
328.5,954,18,6633,24106,7928,5587,
329.5,929,14,6682,21422,7262,4945,
330.5,906,11,6734,18923,6643,4356,
331.5,885,8,6788,16615,6074,3823,
332.5,866,6,6844,14502,5555,3348,
333.5,849,5,6900,12582,5084,2933,
334.5,833,3,6958,10850,4661,2581,
335.5,818,3,7016,9301,4284,2291,
336.5,804,2,7074,7926,3951,2063,
337.5,791,1,7131,6714,3659,1893,
338.5,779,0,7186,5653,3405,1776,
339.5,767,0,7240,4731,3185,1703,
340.5,756,0,7291,3936,2996,1666,
341.5,745,0,7340,3256,2835,1655,
342.5,734,0,7385,2677,2699,1661,
343.5,723,0,7426,2188,2584,1677,
344.5,713,0,7462,1778,2488,1698,
345.5,702,0,7494,1437,2408,1720,
346.5,691,0,7520,1154,2341,1742,
347.5,680,0,7539,921,2285,1762,
348.5,668,0,7553,732,2238,1779,
349.5,656,0,7559,578,2198,1793,
350.5,644,0,7558,453,2164,1803,
351.5,631,0,7549,354,2134,1810,
352.5,618,0,7533,275,2106,1813,
353.5,604,0,7508,212,2081,1813,
354.5,590,0,7475,163,2057,1810,
355.5,575,0,7433,124,2033,1804,
356.5,559,0,7382,94,2009,1795,
357.5,543,0,7324,71,1984,1784,
358.5,526,0,7256,54,1959,1770,
359.5,509,0,7180,40,1932,1753,
360.5,491,0,7096,30,1904,1734,
361.5,473,0,7004,22,1875,1713,
362.5,455,0,6903,16,1844,1690,
363.5,436,0,6796,12,1811,1665,
364.5,417,0,6681,9,1777,1638,
365.5,397,0,6560,6,1741,1609,
366.5,378,0,6432,5,1704,1579,
367.5,359,0,6299,3,1665,1547,
368.5,339,0,6161,2,1626,1514,
369.5,320,0,6018,2,1585,1480,
370.5,301,0,5871,1,1543,1444,
371.5,283,0,5721,0,1501,1408,
372.5,264,0,5568,0,1458,1371,
373.5,246,0,5412,0,1415,1334,
374.5,229,0,5255,0,1371,1296,
375.5,212,0,5097,0,1327,1257,
376.5,196,0,4938,0,1283,1219,
377.5,180,0,4779,0,1240,1180,
378.5,166,0,4620,0,1197,1142,
379.5,151,0,4463,0,1154,1104,
380.5,138,0,4307,0,1111,1066,
381.5,125,0,4153,0,1070,1028,
382.5,113,0,4002,0,1029,991,
383.5,102,0,3852,0,989,955,
384.5,92,0,3706,0,950,919,
385.5,82,0,3564,0,911,884,
386.5,74,0,3424,0,874,850,
387.5,65,0,3289,0,839,817,
388.5,58,0,3157,0,804,785,
389.5,51,0,3029,0,770,753,
390.5,45,0,2906,0,738,723,
391.5,39,0,2787,0,707,693,
392.5,34,0,2672,0,677,665,
393.5,30,0,2562,0,648,638,
394.5,26,0,2456,0,620,612,
395.5,22,0,2354,0,594,587,
396.5,19,0,2257,0,569,563,
397.5,17,0,2164,0,545,540,
398.5,14,0,2075,0,522,518,
399.5,12,0,1991,0,501,497,
400.5,10,0,1910,0,480,477,
401.5,9,0,1834,0,461,458,
402.5,7,0,1761,0,442,440,
403.5,6,0,1692,0,425,423,
404.5,5,0,1627,0,408,406,
405.5,4,0,1565,0,392,391,
406.5,4,0,1507,0,378,377,
407.5,3,0,1452,0,364,363,
408.5,2,0,1401,0,351,350,
409.5,2,0,1352,0,338,338,
410.5,2,0,1306,0,327,326,
411.5,1,0,1263,0,316,316,
412.5,1,0,1223,0,306,306,
413.5,0,0,1185,0,297,296,
414.5,0,0,1150,0,288,287,
415.5,0,0,1117,0,279,279,
416.5,0,0,1087,0,272,272,
417.5,0,0,1058,0,265,265,
418.5,0,0,1032,0,258,258,
419.5,0,0,1008,0,252,252,
420.5,0,0,985,0,246,246,
421.5,0,0,965,0,241,241,
422.5,0,0,946,0,237,237,
423.5,0,0,929,0,232,232,
424.5,0,0,914,0,228,228,
425.5,0,0,900,0,225,225,
426.5,0,0,888,0,222,222,
427.5,0,0,877,0,219,219,
428.5,0,0,868,0,217,217,
429.5,0,0,860,0,215,215,
430.5,0,0,853,0,213,213,
431.5,0,0,848,0,212,212,
432.5,0,0,844,0,211,211,
433.5,0,0,842,0,210,210,
434.5,0,0,840,0,210,210,
435.5,0,0,840,0,210,210,
436.5,0,0,842,0,210,210,
437.5,0,0,844,0,211,211,
438.5,0,0,848,0,212,212,
439.5,0,0,853,0,213,213,
440.5,0,0,859,0,215,215,
441.5,0,0,866,0,217,217,
442.5,0,0,875,0,219,219,
443.5,0,0,885,0,221,221,
444.5,0,0,896,0,224,224,
445.5,0,0,908,0,227,227,
446.5,0,0,922,0,231,231,
447.5,0,0,937,0,234,234,
448.5,0,0,954,0,238,238,
449.5,0,0,971,0,243,243,
450.5,0,0,990,0,248,248,
451.5,0,0,1011,0,253,253,
452.5,0,0,1033,0,258,258,
453.5,0,0,1056,0,264,264,
454.5,0,0,1081,0,270,270,
455.5,0,0,1107,0,277,277,
456.5,0,0,1135,0,284,284,
457.5,0,0,1164,0,291,291,
458.5,0,0,1195,0,299,299,
459.5,0,0,1227,0,307,307,
460.5,0,0,1261,0,315,315,
461.5,0,0,1297,0,324,324,
462.5,0,0,1334,0,333,333,
463.5,0,0,1373,0,343,343,
464.5,0,0,1413,0,353,353,
465.5,0,0,1455,0,364,364,
466.5,0,0,1498,0,375,375,
467.5,0,0,1543,0,386,386,
468.5,0,0,1590,0,397,397,
469.5,0,0,1638,0,409,409,
470.5,0,0,1687,0,422,422,
471.5,0,0,1738,0,435,435,
472.5,0,0,1791,0,448,448,
473.5,0,0,1844,0,461,461,
474.5,0,0,1899,0,475,475,
475.5,0,0,1955,0,489,489,
476.5,0,0,2012,0,503,503,
477.5,0,0,2069,0,517,517,
478.5,0,0,2128,0,532,532,
479.5,0,0,2187,0,547,547,
480.5,0,0,2247,0,562,562,
481.5,0,0,2307,0,577,577,
482.5,0,0,2367,0,592,592,
483.5,0,0,2427,0,607,607,
484.5,0,0,2487,0,622,622,
485.5,0,0,2546,0,636,636,
486.5,0,0,2604,0,651,651,
487.5,0,0,2662,0,666,666,
488.5,0,0,2719,0,680,680,
489.5,0,0,2774,0,693,693,
490.5,0,0,2827,0,707,707,
491.5,0,0,2879,0,720,720,
492.5,0,0,2929,0,732,732,
493.5,0,0,2976,0,744,744,
494.5,0,0,3020,0,755,755,
495.5,0,0,3062,0,765,765,
496.5,0,0,3100,0,775,775,
497.5,0,0,3135,0,784,784,
498.5,0,0,3166,0,792,792,
499.5,0,0,3193,0,798,798,
500.5,0,0,3217,0,804,804,
501.5,0,0,3236,0,809,809,
502.5,0,0,3250,0,813,813,
503.5,0,0,3260,0,815,815,
504.5,0,0,3265,0,816,816,
505.5,0,0,3265,0,816,816,
506.5,0,0,3261,0,815,815,
507.5,0,0,3251,0,813,813,
508.5,0,0,3236,0,809,809,
509.5,0,0,3217,0,804,804,
510.5,0,0,3192,0,798,798,
511.5,0,0,3162,0,790,790,
512.5,0,0,3127,0,782,782,
513.5,0,0,3087,0,772,772,
514.5,0,0,3043,0,761,761,
515.5,0,0,2994,0,749,749,
516.5,0,0,2941,0,735,735,
517.5,0,0,2884,0,721,721,
518.5,0,0,2822,0,706,706,
519.5,0,0,2757,0,689,689,
520.5,0,0,2689,0,672,672,
521.5,0,0,2618,0,654,654,
522.5,0,0,2543,0,636,636,
523.5,0,0,2467,0,617,617,
524.5,0,0,2388,0,597,597,
525.5,0,0,2307,0,577,577,
526.5,0,0,2225,0,556,556,
527.5,0,0,2142,0,535,535,
528.5,0,0,2057,0,514,514,
529.5,0,0,1973,0,493,493,
530.5,0,0,1888,0,472,472,
531.5,0,0,1803,0,451,451,
532.5,0,0,1719,0,430,430,
533.5,0,0,1635,0,409,409,
534.5,0,0,1553,0,388,388,
535.5,0,0,1472,0,368,368,
536.5,0,0,1392,0,348,348,
537.5,0,0,1314,0,328,328,
538.5,0,0,1238,0,309,309,
539.5,0,0,1163,0,291,291,
540.5,0,0,1092,0,273,273,
541.5,0,0,1022,0,256,256,
