NTA Experiment Summary File,
Created with NTA 3.4 Build 3.4.003,
,
[Experiment Details],,
Software Version,NTA 3.4 Build 3.4.003,
Experiment Name,BS_12h_A_LS 2020-09-24 14-06-52.nano,
Operator Name,Eddie,
Time Captured,14:06:52  24/09/2020,
Sample Description,BS_12h_A_LS,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,
Filename:,BS_12h_A_LS 2020-09-24 14-07-16,BS_12h_A_LS 2020-09-24 14-08-25,BS_12h_A_LS 2020-09-24 14-09-34,BS_12h_A_LS 2020-09-24 14-10-43,
Processed,Yes,Yes,Yes,Yes,

[Conditions],,,,,
Temperature/C,25.036,25.091,25.159,25.244,
Viscosity/cP,0.887964,0.886852,0.885482,0.883773,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Red,Red,Red,Red,
Camera Level,16,16,16,16,
Slider Shutter,1300,1300,1300,1300,
Slider Gain,512,512,512,512,
Shutter/ms,32.500000,32.500000,32.500000,32.500000,
Camera Histogram Upper Limit,2470,2470,2470,2470,
Camera Histogram Lower Limit,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,100,100,100,100,
,,,,,
[Settings],,,,,
Detection Threshold,7,7,7,7,
Max Jump Mode,Auto,Auto,Auto,Auto,
Max Jump Distance,14.1277,11.9095,17.5520,15.5475,
Blur,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,
,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,

[Results],,,,,Average,Standard Error,
3.5,0,0,0,0,0,0,
4.5,0,0,0,0,0,0,
5.5,0,0,0,0,0,0,
6.5,0,0,0,0,0,0,
7.5,0,0,0,0,0,0,
8.5,0,0,0,0,0,0,
9.5,0,0,0,0,0,0,
10.5,0,0,0,0,0,0,
11.5,0,0,0,0,0,0,
12.5,0,0,0,0,0,0,
13.5,0,0,0,0,0,0,
14.5,0,0,0,0,0,0,
15.5,0,0,0,0,0,0,
16.5,0,0,0,0,0,0,
17.5,0,0,0,0,0,0,
18.5,0,0,0,0,0,0,
19.5,0,0,0,0,0,0,
20.5,0,0,0,0,0,0,
21.5,0,0,0,5,1,1,
22.5,0,0,0,76,19,19,
23.5,0,0,0,664,166,166,
24.5,0,0,0,3286,822,822,
25.5,0,0,0,9720,2430,2430,
26.5,0,0,0,18107,4527,4527,
27.5,0,0,0,22279,5570,5570,
28.5,0,0,0,18915,4729,4729,
29.5,0,0,0,11536,2884,2884,
30.5,0,0,0,5247,1312,1312,
31.5,0,0,0,1843,461,461,
32.5,4,0,0,517,130,129,
33.5,38,0,0,119,39,28,
34.5,279,0,0,23,76,68,
35.5,1645,0,0,4,412,411,
36.5,7604,0,0,0,1901,1901,
37.5,27257,0,0,0,6814,6814,
38.5,75596,0,0,0,18899,18899,
39.5,163116,0,0,0,40779,40779,
40.5,277265,0,0,0,69316,69316,
41.5,378221,0,0,0,94555,94555,
42.5,423850,0,0,0,105963,105963,
43.5,400893,0,0,0,100223,100223,
44.5,329553,0,0,0,82388,82388,
45.5,242698,0,0,0,60675,60675,
46.5,165010,0,0,0,41252,41252,
47.5,106586,0,0,0,26646,26646,
48.5,67149,0,0,0,16787,16787,
49.5,42222,0,0,0,10555,10555,
50.5,27013,0,0,0,6753,6753,
51.5,17856,0,0,0,4464,4464,
52.5,12330,0,0,0,3083,3083,
53.5,8960,0,0,0,2240,2240,
54.5,6878,0,0,0,1720,1719,
55.5,5581,0,1,0,1396,1395,
56.5,4780,0,6,0,1197,1195,
57.5,4307,0,28,0,1084,1075,
58.5,4066,0,107,0,1043,1008,
59.5,4001,0,353,0,1088,974,
60.5,4082,0,1006,0,1272,966,
61.5,4299,0,2491,0,1697,1047,
62.5,4650,0,5400,0,2513,1459,
63.5,5148,0,10320,0,3867,2469,
64.5,5811,0,17506,0,5829,4126,
65.5,6670,0,26548,0,8305,6281,
66.5,7768,0,36241,0,11002,8610,
67.5,9161,0,44838,0,13500,10667,
68.5,10924,0,50618,0,15386,12023,
69.5,13153,1,52493,0,16412,12420,
70.5,15970,1,50343,0,16579,11868,
71.5,19531,2,44949,0,16120,10655,
72.5,24026,2,37613,0,15410,9319,
73.5,29686,3,29696,0,14846,8571,
74.5,36784,3,22269,0,14764,9023,
75.5,45628,4,15969,0,15400,10756,
76.5,56554,6,11023,0,16896,13472,
77.5,69901,7,7374,0,19321,16950,
78.5,85981,9,4813,0,22701,21124,
79.5,105034,12,3085,0,27033,26010,
80.5,127171,16,1954,0,32285,31632,
81.5,152323,20,1232,0,38394,37978,
82.5,180186,27,777,0,45248,44980,
83.5,210189,36,494,0,52680,52503,
84.5,241488,48,318,0,60464,60342,
85.5,273008,65,209,0,68321,68229,
86.5,303510,89,140,0,75935,75858,
87.5,331699,122,97,0,82979,82906,
88.5,356345,170,69,0,89146,89066,
89.5,376405,236,51,0,94173,94077,
90.5,391112,331,39,0,97871,97747,
91.5,400040,466,32,0,100134,99969,
92.5,403107,658,27,0,100948,100720,
93.5,400556,932,23,0,100378,100060,
94.5,392891,1321,22,0,98558,98111,
95.5,380799,1872,21,0,95673,95043,
96.5,365071,2651,21,3,91936,91047,
97.5,346524,3741,22,14,87575,86321,
98.5,325950,5259,24,51,82821,81052,
99.5,304069,7351,28,175,77906,75407,
100.5,281505,10203,33,562,73076,69516,
101.5,258782,14048,40,1664,68634,63460,
102.5,236324,19159,51,4538,65018,57247,
103.5,214461,25857,66,11364,62937,50783,
104.5,193446,34494,89,26095,63531,43920,
105.5,173464,45445,121,54865,68474,36980,
106.5,154650,59079,167,105550,79861,32960,
107.5,137091,75730,235,185776,99708,40078,
108.5,120842,95660,333,299295,129032,62406,
109.5,105930,119014,474,441824,166810,95434,
110.5,92356,145782,677,598627,209361,133170,
111.5,80100,175764,968,746078,250727,168939,
112.5,69123,208548,1380,857696,284187,195973,
113.5,59374,243507,1958,912495,304334,209164,
114.5,50783,279814,2758,901806,308790,206706,
115.5,43273,316484,3851,831402,298752,190671,
116.5,36758,352427,5321,718340,278211,166331,
117.5,31148,386526,7267,584557,252374,140642,
118.5,26349,417712,9800,450388,226062,120314,
119.5,22271,445036,13042,330369,202680,109374,
120.5,18825,467737,17117,232024,183926,107217,
121.5,15928,485283,22151,156929,170073,109989,
122.5,13503,497400,28260,102815,160495,113990,
123.5,11481,504068,35548,65633,154182,117153,
124.5,9799,505499,44094,41061,150113,118715,
125.5,8405,502109,53953,25317,147446,118594,
126.5,7251,494462,65149,15469,145583,116994,
127.5,6297,483222,77672,9416,144152,114217,
128.5,5509,469104,91480,5738,142958,110583,
129.5,4860,452826,106500,3518,141926,106403,
130.5,4326,435077,122633,2178,141054,101968,
131.5,3888,416481,139755,1368,140373,97548,
132.5,3530,397590,157731,875,139931,93384,
133.5,3239,378866,176411,571,139772,89688,
134.5,3004,360686,195646,382,139930,86631,
135.5,2819,343342,215284,262,140427,84341,
136.5,2675,327051,235182,185,141273,82889,
137.5,2569,311964,255207,135,142469,82295,
138.5,2496,298177,275237,101,144003,82525,
139.5,2454,285741,295168,79,145860,83505,
140.5,2441,274672,314911,63,148022,85136,
141.5,2458,264962,334392,52,150466,87306,
142.5,2503,256584,353556,45,153172,89906,
143.5,2579,249498,372362,40,156120,92833,
144.5,2687,243659,390782,37,159291,96000,
145.5,2831,239016,408803,35,162671,99335,
146.5,3016,235519,426419,34,166247,102778,
147.5,3246,233117,443635,35,170008,106284,
148.5,3530,231764,460457,36,173947,109817,
149.5,3877,231415,476898,39,178057,113351,
150.5,4298,232028,492965,43,182334,116865,
151.5,4809,233563,508666,50,186772,120340,
152.5,5428,235985,523999,58,191368,123763,
153.5,6177,239258,538953,70,196115,127118,
154.5,7085,243348,553502,87,201006,130391,
155.5,8185,248223,567606,109,206031,133561,
156.5,9520,253846,581202,141,211177,136608,
157.5,11141,260184,594208,186,216430,139504,
158.5,13112,267199,606516,250,221769,142215,
159.5,15510,274848,617992,341,227173,144703,
160.5,18427,283088,628476,473,232616,146918,
161.5,21974,291871,637781,664,238072,148807,
162.5,26286,301141,645693,944,243516,150305,
163.5,31518,310842,651979,1354,248923,151339,
164.5,37858,320907,656385,1958,254277,151831,
165.5,45517,331269,658647,2850,259571,151693,
166.5,54741,341853,658499,4165,264814,150829,
167.5,65805,352578,655681,6100,270041,149139,
168.5,79013,363362,649952,8939,275317,146514,
169.5,94694,374116,641105,13080,280749,142839,
170.5,113192,384750,628980,19078,286500,137990,
171.5,134858,395172,613477,27685,292798,131829,
172.5,160030,405289,594572,39903,299948,124198,
173.5,189018,415007,572324,57023,308343,114914,
174.5,222075,424235,546889,80663,318465,103765,
175.5,259371,432885,518517,112769,330885,90507,
176.5,300962,440871,487556,155575,346241,74905,
177.5,346758,448116,454442,211498,365204,56865,
178.5,396498,454547,419688,282947,388420,37126,
179.5,449721,460098,383865,372046,416432,22446,
180.5,505757,464714,347577,480262,449577,35037,
181.5,563721,468347,311439,607987,487874,65632,
182.5,622525,470961,276050,754106,530910,102777,
183.5,680907,472530,241962,915642,577760,143944,
184.5,737471,473037,209664,1087562,626934,187571,
185.5,790752,472480,179557,1262824,676403,231913,
186.5,839280,470863,151945,1432730,723705,274911,
187.5,881658,468203,127028,1587583,766118,314291,
188.5,916641,464528,104901,1717602,800918,347766,
189.5,943203,459872,85564,1813969,825652,373287,
190.5,960599,454281,68931,1869864,838419,389281,
191.5,968406,447807,54847,1881293,838088,394868,
192.5,966541,440507,43106,1847578,824433,389967,
193.5,955260,432446,33467,1771423,798149,375325,
194.5,935136,423693,25673,1658539,760760,352418,
195.5,907014,414319,19462,1516905,714425,323278,
196.5,871951,404399,14585,1355815,661687,290253,
197.5,831160,394007,10808,1184846,605205,255759,
198.5,785927,383218,7923,1012940,547502,222039,
199.5,737558,372106,5748,847682,490773,190966,
200.5,687309,360744,4129,694866,436762,163896,
201.5,636345,349201,2939,558347,386708,141558,
202.5,585698,337543,2074,440126,341360,124025,
203.5,536245,325833,1452,340622,301038,110776,
204.5,488699,314129,1009,259037,265718,100904,
205.5,443606,302485,697,193743,235132,93395,
206.5,401354,290949,478,142646,208857,87369,
207.5,362190,279565,327,103483,186391,82199,
208.5,326235,268372,222,74040,167217,77507,
209.5,293508,257405,151,52295,150840,73103,
210.5,263945,246691,102,36499,136809,68913,
211.5,237421,236255,69,25197,124735,64926,
212.5,213768,226117,47,17222,114288,61152,
213.5,192788,216293,32,11665,105194,57607,
214.5,174271,206794,22,7838,97231,54299,
215.5,157999,197629,15,5229,90218,51228,
216.5,143760,188803,10,3467,84010,48386,
217.5,131350,180318,7,2287,78490,45762,
218.5,120578,172173,5,1501,73564,43338,
219.5,111269,164367,3,982,69155,41098,
220.5,103265,156893,2,641,65200,39025,
221.5,96423,149747,2,418,61647,37104,
222.5,90618,142920,1,272,58453,35321,
223.5,85743,136405,0,177,55581,33666,
224.5,81704,130190,0,115,53002,32130,
225.5,78421,124266,0,75,50691,30705,
226.5,75828,118623,0,49,48625,29388,
227.5,73872,113249,0,32,46788,28175,
228.5,72508,108133,0,21,45166,27065,
229.5,71704,103263,0,14,43745,26061,
230.5,71435,98629,0,9,42518,25165,
231.5,71686,94220,0,6,41478,24383,
232.5,72448,90024,0,4,40619,23723,
233.5,73719,86032,0,3,39938,23194,
234.5,75505,82232,0,2,39435,22808,
235.5,77815,78616,0,1,39108,22579,
236.5,80666,75174,0,0,38960,22521,
237.5,84078,71897,0,0,38994,22650,
238.5,88072,68776,0,0,39212,22979,
239.5,92675,65803,0,0,39620,23523,
240.5,97914,62971,0,0,40221,24292,
241.5,103816,60272,0,0,41022,25297,
242.5,110407,57701,0,0,42027,26542,
243.5,117708,55249,0,0,43239,28031,
244.5,125739,52911,0,0,44662,29764,
245.5,134508,50682,0,0,46297,31737,
246.5,144016,48556,0,0,48143,33945,
247.5,154252,46528,0,0,50195,36378,
248.5,165189,44594,0,0,52446,39023,
249.5,176786,42749,0,0,54884,41865,
250.5,188980,40990,0,0,57492,44881,
251.5,201688,39311,0,0,60250,48048,
252.5,214807,37710,0,0,63129,51335,
253.5,228211,36182,0,0,66098,54706,
254.5,241750,34726,1,0,69119,58123,
255.5,255257,33338,2,0,72149,61540,
256.5,268546,32014,2,0,75141,64909,
257.5,281417,30752,3,0,78043,68178,
258.5,293659,29550,5,0,80803,71293,
259.5,305058,28405,7,0,83367,74199,
260.5,315402,27314,10,0,85682,76844,
261.5,324488,26276,15,0,87695,79174,
262.5,332128,25287,23,0,89359,81142,
263.5,338154,24346,34,0,90634,82706,
264.5,342429,23452,51,0,91483,83831,
265.5,344847,22601,76,0,91881,84490,
266.5,345338,21791,115,0,91811,84664,
267.5,343872,21022,173,0,91267,84346,
268.5,340458,20292,261,0,90253,83537,
269.5,335148,19598,393,0,88785,82248,
270.5,328027,18938,591,0,86889,80499,
271.5,319217,18313,883,0,84603,78318,
272.5,308869,17718,1314,0,81975,75739,
273.5,297159,17154,1944,0,79065,72799,
274.5,284281,16619,2856,0,75939,69542,
275.5,270442,16111,4163,0,72679,66009,
276.5,255853,15630,6013,0,69374,62243,
277.5,240727,15172,8602,0,66125,58283,
278.5,225271,14739,12174,0,63046,54170,
279.5,209682,14327,17032,0,60260,49947,
280.5,194144,13936,23535,0,57904,45670,
281.5,178822,13565,32096,0,56121,41426,
282.5,163864,13213,43162,0,55060,37375,
283.5,149396,12878,57198,0,54868,33807,
284.5,135522,12559,74637,0,55680,31217,
285.5,122328,12257,95835,0,57605,30311,
286.5,109876,11968,121007,0,60713,31773,
287.5,98211,11693,150153,0,65014,35848,
288.5,87361,11431,182990,0,70446,42227,
289.5,77337,11181,218898,0,76854,50329,
290.5,68135,10942,256881,0,83989,59535,
291.5,59743,10712,295576,0,91508,69255,
292.5,52134,10492,333297,0,98981,78912,
293.5,45278,10281,368137,0,105924,87940,
294.5,39136,10077,398111,0,111831,95787,
295.5,33665,9881,421331,0,116219,101949,
296.5,28819,9690,436201,0,118678,106010,
297.5,24550,9506,441593,0,118912,107679,
298.5,20812,9327,436986,0,116781,106820,
299.5,17555,9152,422539,0,112311,103471,
300.5,14734,8981,399093,0,105702,97844,
301.5,12304,8814,368087,0,97301,90299,
302.5,10221,8649,331410,0,87570,81311,
303.5,8447,8487,291203,0,77034,71417,
304.5,6944,8326,249645,0,66229,61166,
305.5,5678,8167,208757,0,55650,51064,
306.5,4617,8010,170233,0,45715,41538,
307.5,3734,7852,135342,0,36732,32909,
308.5,3002,7696,104887,0,28896,25380,
309.5,2400,7539,79218,0,22289,19041,
310.5,1908,7382,58299,0,16897,13889,
311.5,1507,7224,41798,0,12632,9846,
312.5,1184,7066,29190,0,9360,6788,
313.5,924,6907,19854,0,6921,4575,
314.5,717,6746,13150,0,5153,3065,
315.5,552,6585,8480,0,3904,2133,
316.5,423,6422,5324,0,3042,1652,
317.5,322,6258,3254,0,2459,1463,
318.5,243,6093,1936,0,2068,1409,
319.5,183,5926,1121,0,1807,1395,
320.5,136,5759,632,0,1632,1382,
321.5,101,5590,346,0,1509,1362,
322.5,74,5420,185,0,1420,1334,
323.5,54,5250,96,0,1350,1300,
324.5,39,5078,48,0,1292,1262,
325.5,28,4907,24,0,1240,1222,
326.5,20,4735,11,0,1192,1181,
327.5,14,4563,5,0,1146,1139,
328.5,10,4392,2,0,1101,1097,
329.5,7,4221,1,0,1057,1055,
330.5,5,4051,0,0,1014,1012,
331.5,3,3883,0,0,972,970,
332.5,2,3715,0,0,929,929,
333.5,2,3550,0,0,888,887,
334.5,1,3387,0,0,847,847,
335.5,0,3226,0,0,807,806,
336.5,0,3068,0,0,767,767,
337.5,0,2913,0,0,728,728,
338.5,0,2761,0,0,690,690,
339.5,0,2612,0,0,653,653,
340.5,0,2468,0,0,617,617,
341.5,0,2327,0,0,582,582,
342.5,0,2190,0,0,548,548,
343.5,0,2058,0,0,515,515,
344.5,0,1931,0,0,483,483,
345.5,0,1808,0,0,452,452,
346.5,0,1689,0,0,422,422,
347.5,0,1576,0,0,394,394,
348.5,0,1467,0,0,367,367,
349.5,0,1364,0,0,341,341,
350.5,0,1265,0,0,316,316,
351.5,0,1171,0,0,293,293,
352.5,0,1083,0,0,271,271,
353.5,0,999,0,0,250,250,
354.5,0,919,0,0,230,230,
355.5,0,845,0,0,211,211,
356.5,0,775,0,0,194,194,
357.5,0,709,0,0,177,177,
358.5,0,648,0,0,162,162,
359.5,0,591,0,0,148,148,
360.5,0,537,0,0,134,134,
361.5,0,488,0,0,122,122,
362.5,0,442,0,0,111,111,
363.5,0,400,0,0,100,100,
364.5,0,361,0,0,90,90,
365.5,0,326,0,0,81,81,
366.5,0,293,0,0,73,73,
367.5,0,263,0,0,66,66,
368.5,0,235,0,0,59,59,
369.5,0,210,0,0,53,53,
370.5,0,188,0,0,47,47,
371.5,0,167,0,0,42,42,
372.5,0,149,0,0,37,37,
373.5,0,132,0,0,33,33,
374.5,0,117,0,0,29,29,
375.5,0,103,0,0,26,26,
376.5,0,91,0,0,23,23,
377.5,0,80,0,0,20,20,
378.5,0,70,0,0,18,18,
379.5,0,62,0,0,15,15,
380.5,0,54,0,0,14,14,
381.5,0,47,0,0,12,12,
382.5,0,41,0,0,10,10,
383.5,0,36,0,0,9,9,
384.5,0,31,0,0,8,8,
385.5,0,27,0,0,7,7,
386.5,0,23,0,0,6,6,
387.5,0,20,0,0,5,5,
388.5,0,17,0,0,4,4,
389.5,0,15,0,0,4,4,
390.5,0,13,0,0,3,3,
391.5,0,11,0,0,3,3,
392.5,0,9,0,0,2,2,
393.5,0,8,0,0,2,2,
394.5,0,7,0,0,2,2,
395.5,0,6,0,0,1,1,
396.5,0,5,0,0,1,1,
397.5,0,4,0,0,1,1,
398.5,0,4,0,0,0,0,
399.5,0,3,0,0,0,0,
400.5,0,3,0,0,0,0,
401.5,0,2,0,0,0,0,
402.5,0,2,0,0,0,0,
403.5,0,2,0,0,0,0,
404.5,0,1,0,0,0,0,
405.5,0,1,0,0,0,0,
406.5,0,0,0,0,0,0,
407.5,0,0,0,0,0,0,
408.5,0,0,0,0,0,0,
409.5,0,0,0,0,0,0,
410.5,0,0,0,0,0,0,
411.5,0,0,0,0,0,0,
412.5,0,0,0,0,0,0,
413.5,0,0,0,0,0,0,
414.5,0,0,0,0,0,0,
415.5,0,0,0,0,0,0,
416.5,0,0,0,0,0,0,
417.5,0,0,0,0,0,0,
418.5,0,0,0,0,0,0,
419.5,0,0,0,0,0,0,
420.5,0,0,0,0,0,0,
421.5,0,0,0,0,0,0,
422.5,0,0,0,0,0,0,
423.5,0,0,0,0,0,0,
424.5,0,0,0,0,0,0,
425.5,0,0,0,0,0,0,
426.5,0,0,0,0,0,0,
427.5,0,0,0,0,0,0,
428.5,0,0,0,0,0,0,
429.5,0,0,0,0,0,0,
430.5,0,0,0,0,0,0,
431.5,0,0,0,0,0,0,
432.5,0,0,0,0,0,0,
433.5,0,0,0,0,0,0,
434.5,0,0,0,0,0,0,
435.5,0,0,0,0,0,0,
436.5,0,0,0,0,0,0,
437.5,0,0,0,0,0,0,
438.5,0,0,0,0,0,0,
439.5,0,0,0,0,0,0,
440.5,0,0,0,0,0,0,
441.5,0,0,0,0,0,0,
442.5,0,0,0,0,0,0,
443.5,0,0,0,0,0,0,
444.5,0,0,0,0,0,0,
445.5,0,0,0,0,0,0,
446.5,0,0,0,0,0,0,
447.5,0,0,0,0,0,0,
448.5,0,0,0,0,0,0,
449.5,0,0,0,0,0,0,
450.5,0,0,0,0,0,0,
451.5,0,0,0,1,0,0,
452.5,0,0,0,2,0,0,
453.5,0,0,0,3,0,0,
454.5,0,0,0,4,1,1,
455.5,0,0,0,6,1,1,
456.5,0,0,0,9,2,2,
457.5,0,0,0,13,3,3,
458.5,0,0,0,18,5,5,
459.5,0,0,0,26,7,7,
460.5,0,0,0,37,9,9,
461.5,0,0,0,52,13,13,
462.5,0,0,0,73,18,18,
463.5,0,0,0,100,25,25,
464.5,0,0,0,136,34,34,
465.5,0,0,0,184,46,46,
466.5,0,0,0,247,62,62,
467.5,0,0,0,328,82,82,
468.5,0,0,0,432,108,108,
469.5,0,0,0,562,141,141,
470.5,0,0,0,726,181,181,
471.5,0,0,0,928,232,232,
472.5,0,0,0,1176,294,294,
473.5,0,0,0,1475,369,369,
474.5,0,0,0,1833,458,458,
475.5,0,0,0,2257,564,564,
476.5,0,0,0,2753,688,688,
477.5,0,0,0,3326,831,831,
478.5,0,0,0,3979,995,995,
479.5,0,0,0,4716,1179,1179,
480.5,0,0,0,5536,1384,1384,
481.5,0,0,0,6437,1609,1609,
482.5,0,0,0,7414,1854,1854,
483.5,0,0,0,8458,2114,2114,
484.5,0,0,0,9556,2389,2389,
485.5,0,0,0,10694,2674,2674,
486.5,0,0,0,11855,2964,2964,
487.5,0,0,0,13016,3254,3254,
488.5,0,0,0,14155,3539,3539,
489.5,0,0,0,15247,3812,3812,
490.5,0,0,0,16268,4067,4067,
491.5,0,0,0,17192,4298,4298,
492.5,0,0,0,17997,4499,4499,
493.5,0,0,0,18660,4665,4665,
494.5,0,0,0,19166,4791,4791,
495.5,0,0,0,19499,4875,4875,
496.5,0,0,0,19650,4913,4913,
497.5,0,0,0,19616,4904,4904,
498.5,0,0,0,19398,4850,4850,
499.5,0,0,0,19002,4751,4751,
500.5,0,0,0,18440,4610,4610,
501.5,0,0,0,17727,4432,4432,
502.5,0,0,0,16882,4220,4220,
503.5,0,0,0,15927,3982,3982,
504.5,0,0,0,14886,3722,3722,
505.5,0,0,0,13784,3446,3446,
506.5,0,0,0,12646,3161,3161,
507.5,0,0,0,11494,2873,2873,
508.5,0,0,0,10350,2588,2588,
509.5,0,0,0,9234,2309,2309,
510.5,0,0,0,8163,2041,2041,
511.5,0,0,0,7150,1788,1788,
512.5,0,0,0,6206,1551,1551,
513.5,0,0,0,5337,1334,1334,
514.5,0,0,0,4548,1137,1137,
515.5,0,0,0,3840,960,960,
516.5,0,0,0,3213,803,803,
517.5,0,0,0,2664,666,666,
518.5,0,0,0,2189,547,547,
519.5,0,0,0,1783,446,446,
520.5,0,0,0,1439,360,360,
521.5,0,0,0,1151,288,288,
522.5,0,0,0,912,228,228,
523.5,0,0,0,717,179,179,
524.5,0,0,0,558,140,140,
525.5,0,0,0,431,108,108,
526.5,0,0,0,330,82,82,
527.5,0,0,0,250,62,62,
528.5,0,0,0,188,47,47,
529.5,0,0,0,140,35,35,
530.5,0,0,0,103,26,26,
531.5,0,0,0,76,19,19,
532.5,0,0,0,55,14,14,
533.5,0,0,0,40,10,10,
534.5,0,0,0,28,7,7,
535.5,0,0,0,20,5,5,
536.5,0,0,0,14,3,3,
537.5,0,0,0,10,2,2,
538.5,0,0,0,7,2,2,
539.5,0,0,0,5,1,1,
540.5,0,0,0,3,0,0,
541.5,0,0,0,2,0,0,
542.5,0,0,0,1,0,0,
543.5,0,0,0,0,0,0,
544.5,0,0,0,0,0,0,
545.5,0,0,0,0,0,0,
546.5,0,0,0,0,0,0,
547.5,0,0,0,0,0,0,
548.5,0,0,0,0,0,0,
549.5,0,0,0,0,0,0,
550.5,0,0,0,0,0,0,
551.5,0,0,0,0,0,0,
552.5,0,0,0,0,0,0,
553.5,0,0,0,0,0,0,
554.5,0,0,0,0,0,0,
555.5,0,0,0,0,0,0,
556.5,0,0,0,0,0,0,
557.5,0,0,0,0,0,0,
558.5,0,0,0,0,0,0,
559.5,0,0,0,0,0,0,
560.5,0,0,0,0,0,0,
561.5,0,0,0,0,0,0,
562.5,0,0,0,0,0,0,
563.5,0,0,0,0,0,0,
564.5,0,0,0,0,0,0,
565.5,0,0,0,0,0,0,
566.5,0,0,0,0,0,0,
567.5,0,0,0,0,0,0,
568.5,0,0,0,0,0,0,
569.5,0,0,0,0,0,0,
570.5,0,0,0,0,0,0,
